Idx, x, y, duration
0,590,370,16
1,594,388,150
2,762,383,17
3,852,522,167
4,896,432,8
5,484,465,183
6,510,360,108
0,491,642,8
1,583,541,241
0,534,584,67
1,624,519,33
2,592,534,83
3,519,566,116
4,904,532,8
5,919,526,25
0,999,473,108
1,979,429,83
2,983,662,75
3,920,646,266
4,470,397,100
5,845,350,466
0,725,708,17
0,357,542,491
1,389,492,258
2,221,242,500
0,886,410,92
1,883,410,59
2,859,368,34
3,837,483,134
0,497,617,8
1,391,525,150
2,830,438,491
3,920,591,475
4,880,712,108
0,271,371,58
1,259,407,417
2,112,334,400
3,780,525,258
4,914,641,325
5,937,614,58
6,890,638,241
7,301,459,267
0,923,168,325
1,750,422,441
2,875,313,125
3,862,345,125
4,816,416,142
5,852,343,75
6,450,275,200
7,71,112,250
8,22,43,275
9,886,375,400
10,840,374,275
11,516,419,125
12,539,374,58
13,516,413,125
0,172,641,133
1,410,510,92
2,445,383,59
3,442,365,117
4,546,513,332
5,560,442,150
6,675,486,141
7,725,420,8
8,717,548,8
9,732,525,50
0,574,541,500
1,446,413,500
2,620,485,583
3,456,504,525
4,555,251,475
5,537,550,866
6,503,353,200
0,684,137,408
1,556,9,408
2,544,134,183
3,469,418,366
4,549,454,200
5,839,380,916
6,588,462,133
7,598,376,50
8,584,469,141
9,545,445,50
10,530,372,117
11,523,442,333
12,529,400,67
13,518,442,300
0,564,328,8
1,822,436,67
2,844,396,291
3,967,383,175
4,916,684,250
5,923,714,67
6,960,685,358
7,928,463,58
8,959,640,158
9,970,597,58
