Idx, x, y, duration
0,575,707,116
1,557,629,282
2,585,188,491
3,326,315,516
0,369,362,8
1,601,604,8
2,488,540,8
3,185,527,100
4,594,149,291
5,271,333,125
6,181,582,92
7,677,573,125
8,524,671,166
9,221,830,366
0,746,518,100
1,490,518,100
2,527,625,8
3,235,460,8
4,373,380,200
5,392,429,400
6,354,473,125
0,458,517,58
1,393,500,142
2,372,400,92
3,366,218,75
4,362,263,108
5,157,195,83
6,107,194,125
7,110,132,142
8,163,138,67
9,63,49,92
10,117,143,150
11,361,228,92
12,355,366,183
13,347,383,216
14,115,271,333
15,536,494,141
0,535,464,3256
1,577,398,92
2,561,449,192
3,597,209,958
0,622,469,133
1,366,469,133
2,490,483,50
3,393,466,100
4,388,504,92
5,492,555,300
6,478,624,50
0,599,442,458
1,343,442,458
2,468,638,241
3,559,214,341
4,167,334,292
5,134,248,458
6,485,225,192
7,595,723,100
8,503,589,67
0,473,736,383
1,239,901,217
2,167,408,433
3,184,597,525
4,564,232,208
5,193,292,191
6,129,247,458
7,437,297,258
8,372,316,283
0,388,695,216
1,515,638,291
2,147,564,433
3,337,343,383
4,425,516,316
5,583,664,83
6,296,375,108
7,149,240,100
8,125,224,391
0,538,583,691
1,282,583,691
2,136,576,483
3,272,408,358
4,404,475,466
5,514,487,258
6,523,579,50
7,564,713,358
8,642,716,241
9,525,636,433
0,675,464,883
1,419,464,883
2,234,270,333
3,497,622,383
4,165,524,591
5,213,988,250
6,143,942,166
7,429,558,341
8,347,380,416
9,395,484,333
