Idx, x, y, duration
0,650,508,416
1,522,393,416
2,658,389,92
3,668,455,108
4,671,409,158
5,745,355,91
6,720,382,658
7,604,428,142
8,798,185,400
9,249,365,483
10,661,486,216
11,734,440,600
0,848,427,158
1,720,312,158
2,567,475,92
3,320,416,83
4,218,369,600
5,834,200,699
6,682,540,166
7,604,506,100
0,659,700,325
1,531,585,325
2,646,454,400
3,838,184,125
4,841,128,92
5,848,186,133
6,277,393,325
7,373,470,341
8,646,521,475
9,725,437,316
10,619,525,325
0,512,588,974
1,384,473,974
2,655,430,366
3,605,456,316
4,698,403,250
5,364,448,208
6,232,359,1116
7,442,488,325
8,509,494,183
0,548,515,799
1,420,400,799
2,266,356,216
3,618,448,366
4,443,459,275
5,648,447,558
6,332,438,425
7,374,408,75
8,633,451,200
9,710,430,266
10,732,359,591
0,338,244,250
1,347,371,117
2,234,374,425
3,684,476,308
4,610,471,175
5,867,170,250
6,834,135,316
7,712,513,308
8,617,612,117
0,305,417,100
1,251,363,466
2,594,413,208
3,780,207,167
4,821,151,300
5,678,421,92
6,245,358,291
7,444,450,192
8,510,393,1008
0,508,541,575
1,380,426,575
2,656,453,250
3,339,449,91
4,594,125,167
5,854,137,308
6,988,204,500
7,338,374,891
0,513,398,275
1,385,283,275
2,419,241,58
3,359,283,200
4,254,294,158
5,229,328,250
6,749,141,216
7,797,139,558
8,613,436,116
9,641,385,75
10,727,399,375
11,230,346,475
12,407,274,100
13,802,145,441
0,318,632,491
1,190,517,491
2,422,712,158
3,502,493,350
4,638,428,366
5,295,451,458
6,725,392,333
7,757,341,275
8,828,218,333
9,845,137,458
10,222,347,450
0,459,342,8
0,543,699,1890
1,415,584,1890
2,868,413,208
3,626,397,83
4,474,370,949
5,615,337,108
6,635,277,575
0,791,183,100
1,555,415,125
2,636,431,117
3,612,445,92
4,649,482,8
5,570,429,8
6,638,437,8
0,782,415,1108
1,654,300,1108
2,731,453,258
3,643,470,133
4,653,426,67
5,634,476,67
6,711,429,558
7,725,386,291
8,568,430,158
9,303,373,258
10,652,430,591
