Idx, x, y, duration
0,561,407,75
1,352,599,341
2,549,584,258
3,658,587,83
4,661,645,116
5,602,672,133
0,997,407,258
1,552,383,324
2,418,427,58
3,417,519,83
4,446,487,91
5,594,501,450
6,620,620,458
7,662,465,41
8,595,516,408
9,634,332,725
0,750,511,516
1,622,451,516
2,432,492,333
3,397,485,358
4,588,510,291
5,674,320,383
6,398,426,208
7,355,482,408
8,276,397,558
9,500,200,200
0,463,498,541
1,335,438,541
2,404,462,616
3,543,427,233
4,590,342,275
5,531,340,350
6,488,341,341
7,583,607,824
8,376,562,633
0,664,506,383
1,536,446,383
2,464,546,200
3,325,596,491
4,616,624,425
5,624,531,42
6,567,508,133
7,374,493,366
8,415,491,183
9,678,400,491
10,644,659,458
0,481,407,616
1,353,347,616
2,522,394,350
3,618,322,525
4,472,415,341
5,422,457,291
6,386,540,192
7,348,584,475
8,613,623,675
0,424,532,42
1,329,629,350
2,577,663,550
3,636,668,416
4,625,350,541
5,508,422,233
6,411,523,200
7,319,623,716
0,605,372,250
1,539,339,366
2,522,308,58
3,523,355,92
4,606,294,83
5,585,339,50
6,625,297,108
7,551,315,316
8,539,414,208
9,450,519,83
10,453,471,250
11,348,614,83
12,352,543,100
13,351,627,83
14,334,580,300
15,310,519,75
16,529,401,67
17,562,329,216
18,598,227,75
19,606,286,525
0,503,635,133
1,375,575,133
2,419,585,458
3,633,410,191
4,658,472,117
5,657,618,300
6,586,639,500
7,560,515,308
8,421,488,433
9,326,559,142
10,308,517,67
11,324,562,208
0,717,343,83
1,567,416,108
2,447,542,266
3,599,633,625
4,630,347,408
5,393,324,500
6,261,394,924
