Idx, x, y, duration
0,746,379,333
1,618,209,333
2,503,285,191
3,455,276,142
4,794,237,596
5,461,272,625
6,440,240,633
7,427,298,108
0,547,296,167
1,482,224,275
2,817,191,250
3,731,529,75
4,444,264,366
5,841,218,300
6,981,248,358
0,506,644,1141
1,503,372,166
2,421,290,791
3,792,274,241
4,783,239,541
5,473,461,250
6,522,518,350
7,417,296,916
0,797,193,358
1,461,253,516
2,791,227,758
3,425,267,716
0,414,332,125
1,435,295,308
2,814,241,600
3,461,242,350
4,433,300,1907
0,784,354,966
1,656,184,966
2,712,269,158
3,812,257,241
4,511,227,458
5,567,211,250
6,914,227,208
7,956,254,1083
8,795,206,266
9,416,230,525
0,781,369,1033
1,653,199,1033
2,479,220,183
3,425,258,191
4,458,226,50
5,435,276,50
0,515,542,2165
1,387,372,2165
2,421,319,67
3,443,275,658
4,819,248,1249
5,463,318,192
6,438,264,166
0,560,384,50
1,495,311,150
2,448,276,67
3,458,280,158
4,791,256,383
5,442,265,491
6,596,401,83
7,583,392,258
8,505,377,616
9,743,252,225
10,787,247,208
0,616,520,258
1,488,350,258
2,438,311,158
3,759,389,42
4,791,257,600
5,434,297,724
6,117,259,375
7,80,252,175
8,346,278,616
