Idx, x, y, duration
0,853,462,550
1,725,291,550
2,514,249,583
3,251,401,325
4,118,322,550
5,202,341,325
6,400,295,308
7,261,274,500
8,641,264,408
0,756,281,1949
1,628,110,1949
2,561,414,308
3,483,363,3048
0,907,357,125
1,779,186,125
2,908,178,142
3,539,238,83
4,120,281,258
5,84,381,133
6,501,176,200
7,218,287,8
8,130,337,258
9,60,359,167
10,178,247,67
11,260,210,67
12,99,304,291
13,155,137,8
0,372,396,133
1,368,495,233
2,306,385,292
3,228,407,75
4,167,372,358
0,371,403,1549
1,243,232,1549
2,50,139,350
3,197,424,117
4,195,448,241
5,265,581,833
6,179,600,741
0,644,156,8
1,254,261,8
2,265,322,8
3,260,312,192
0,164,310,158
1,161,300,266
2,363,402,350
0,535,425,92
1,329,555,8
2,249,398,116
3,81,451,92
0,396,649,575
1,268,478,575
2,215,269,425
3,211,408,433
4,127,306,258
5,92,240,400
6,209,339,50
7,260,9,108
0,226,332,258
1,248,255,100
2,270,308,50
3,246,264,158
4,247,312,200
5,182,381,42
6,98,384,50
0,924,662,350
1,796,491,350
2,491,429,258
3,242,414,308
4,135,393,450
5,62,434,300
6,113,338,266
7,390,311,58
8,596,343,125
9,299,370,183
0,453,291,8
1,124,345,8
2,194,477,8
3,189,432,8
4,450,552,91
0,815,382,400
1,687,211,400
2,297,324,500
3,114,382,466
4,476,239,117
5,468,226,91
6,178,298,300
7,119,376,158
8,445,216,366
0,306,406,8
1,480,241,125
2,489,187,100
3,263,241,75
4,439,195,17
5,209,288,8
6,648,22,8
