Idx, x, y, duration
0,629,541,50
0,579,492,283
1,481,387,167
0,668,607,5213
1,412,607,5213
2,368,572,183
0,380,412,100
1,399,276,125
2,403,359,916
3,396,360,67
0,604,533,250
1,348,533,250
2,357,544,58
3,407,572,117
4,359,759,117
5,485,639,92
6,482,698,117
7,483,663,216
8,465,704,83
9,581,647,191
0,496,409,67
0,394,525,242
1,452,576,233
2,496,523,266
3,547,548,142
4,640,526,533
5,677,694,108
6,735,886,42
0,567,618,50
1,442,423,25
2,457,409,83
3,495,542,17
4,502,550,17
5,476,567,158
0,525,118,267
1,442,454,475
2,358,259,300
3,497,839,625
4,387,330,325
5,693,954,83
6,653,900,166
7,634,932,300
8,638,820,425
9,416,556,641
0,594,547,258
1,346,314,283
2,386,295,175
3,435,354,58
4,348,510,92
5,317,663,8
6,384,237,191
7,688,150,192
0,344,259,408
1,88,259,408
2,312,326,283
3,432,489,758
4,452,551,400
5,448,269,366
6,658,414,558
0,440,579,8
1,452,615,200
2,592,489,117
3,569,527,75
4,475,898,191
0,509,467,100
1,468,462,433
2,342,314,50
3,388,342,425
4,414,346,258
5,692,862,783
6,363,465,591
0,597,283,258
1,462,304,258
2,421,322,325
3,347,405,183
4,213,720,242
5,119,780,400
6,405,146,91
7,402,186,208
8,418,303,366
0,540,533,358
1,668,849,8
