Idx, x, y, duration
0,517,370,92
1,514,450,258
2,651,549,258
3,345,353,266
4,386,370,158
5,365,634,300
6,87,544,208
7,41,515,183
8,296,295,300
9,353,252,325
10,654,616,266
11,639,556,283
12,652,522,66
13,629,606,308
0,247,693,316
1,240,501,258
2,536,462,175
3,401,370,275
4,369,585,166
5,235,228,167
6,182,162,258
7,81,513,316
8,268,377,416
9,273,383,383
10,409,365,466
0,213,697,91
1,414,611,58
2,439,549,117
3,424,589,50
4,436,535,441
5,381,496,200
6,265,601,208
7,228,618,75
8,640,626,25
9,655,563,8
0,539,403,108
1,283,403,108
2,289,425,17
0,366,592,225
1,480,358,358
2,633,254,341
3,669,476,358
4,638,586,341
0,329,671,9
1,290,450,166
2,348,400,8
3,368,335,33
4,387,370,83
5,268,375,75
6,259,395,8
7,431,344,75
0,641,330,317
1,314,350,533
2,184,307,266
3,558,426,408
4,166,333,242
5,232,350,316
6,312,377,58
7,379,365,900
0,709,410,17
1,270,421,225
2,357,318,25
3,382,294,8
4,640,492,142
5,646,481,75
6,456,174,233
7,311,430,167
8,272,385,67
9,246,347,100
0,548,559,500
1,532,516,58
2,412,324,217
3,363,305,183
4,321,348,8
5,583,498,75
6,610,571,117
7,643,631,208
0,366,485,17
1,394,380,100
2,611,568,350
3,388,622,150
4,302,356,158
5,249,364,341
6,176,513,133
0,564,410,308
1,308,410,308
2,409,330,291
3,415,291,117
4,302,288,67
5,278,329,358
6,417,273,283
7,422,318,117
8,411,317,483
9,273,339,741
