Idx, x, y, duration
0,382,522,258
1,254,353,258
2,522,361,808
3,568,375,100
4,529,354,550
5,510,493,217
6,547,490,83
7,531,406,450
8,677,425,491
0,608,463,200
1,514,371,516
2,456,421,216
3,516,369,591
4,506,576,541
5,523,638,50
6,613,392,458
7,527,373,958
0,524,367,425
1,547,511,358
2,645,344,8
3,790,262,217
4,599,145,291
5,537,139,175
6,538,384,216
7,543,501,308
8,596,502,341
0,628,529,1133
1,500,360,1133
2,499,548,874
3,490,356,50
4,496,299,133
5,460,317,200
6,301,221,283
7,499,352,824
0,526,389,358
1,500,352,941
2,551,434,341
3,579,474,358
4,520,396,291
5,512,351,450
6,453,421,250
0,659,524,550
1,531,355,550
2,500,392,408
3,458,568,300
4,492,658,266
5,503,406,591
6,497,470,283
7,501,404,258
8,488,629,458
0,510,357,8
1,496,361,117
2,495,348,100
3,501,343,42
0,640,591,508
1,512,422,508
2,495,365,541
3,535,544,267
4,525,355,433
5,611,255,441
6,323,238,641
0,531,343,42
1,499,367,58
2,509,324,92
3,524,320,125
4,562,251,75
5,517,319,175
6,488,342,241
7,476,380,216
8,502,345,416
9,515,282,58
10,495,368,108
11,521,288,108
0,619,245,341
1,491,76,341
2,550,274,167
3,504,356,2906
0,446,604,250
1,318,435,250
2,569,481,175
0,768,404,425
1,640,235,425
2,515,380,100
3,497,464,83
4,524,546,216
5,499,378,591
6,575,481,183
7,495,377,799
0,494,395,291
0,656,294,999
1,528,125,999
2,544,363,275
3,509,390,67
4,565,373,83
5,509,356,50
6,512,367,100
7,493,431,67
8,512,373,783
9,512,369,874
