Idx, x, y, duration
0,610,334,116
1,593,201,192
2,557,116,233
3,593,64,383
4,576,241,266
5,581,158,208
6,468,190,441
7,457,347,341
8,554,327,108
9,578,354,50
10,526,239,275
0,580,368,150
1,608,189,133
2,570,223,50
3,601,197,108
4,416,300,325
5,764,380,183
6,531,253,200
7,460,232,458
8,711,593,58
9,713,453,342
0,645,423,75
1,645,340,325
2,598,207,283
3,495,163,175
4,456,209,258
5,589,85,550
6,537,132,483
7,731,54,283
8,794,357,83
0,449,467,241
1,429,310,283
2,580,234,183
3,624,240,550
4,562,328,316
5,418,266,225
6,424,223,416
7,263,385,1033
0,710,574,608
1,582,446,608
2,526,295,341
3,526,227,557
4,450,236,266
5,655,369,566
6,465,262,450
7,657,379,258
0,346,458,92
1,429,336,283
2,496,197,167
3,421,246,158
4,442,215,92
5,396,421,250
6,372,393,366
7,193,429,133
8,178,423,133
9,698,373,216
10,871,352,641
0,484,338,191
1,540,217,241
2,430,222,375
3,547,76,658
4,395,181,325
5,343,199,283
6,698,344,475
0,580,400,8
1,534,372,125
2,569,325,58
3,562,157,17
4,435,219,441
5,490,318,999
0,1006,478,641
1,878,350,641
2,604,334,191
3,517,172,92
4,534,89,83
5,516,138,341
6,443,205,841
7,636,199,258
8,825,336,475
9,691,328,350
0,779,548,1666
1,651,420,1666
2,599,362,183
3,487,306,225
4,440,235,475
5,536,130,83
6,524,195,166
7,655,261,500
8,522,304,758
9,431,397,125
10,432,328,67
0,614,347,8
0,519,521,2881
1,391,393,2881
2,797,406,783
3,477,209,400
4,529,143,266
5,574,92,525
6,490,148,641
0,491,458,8
1,498,477,192
2,519,473,92
3,529,482,8
4,511,466,166
5,504,471,58
6,510,458,8
7,641,441,8
8,507,466,8
9,504,464,8
10,614,476,8
0,650,652,633
1,522,524,633
2,540,354,250
3,549,195,241
4,453,202,108
5,476,159,67
6,443,207,616
7,483,155,242
8,535,71,50
9,535,115,183
10,524,131,225
11,622,331,383
12,550,421,441
