Idx, x, y, duration
0,507,463,200
1,698,526,167
2,736,572,341
3,817,233,325
4,422,226,67
5,173,173,158
6,239,232,267
7,509,258,17
8,576,211,133
0,568,448,699
1,440,320,699
2,800,710,41
3,704,531,525
4,743,225,91
5,517,372,458
6,130,312,117
7,128,264,141
8,500,342,59
9,493,385,141
10,427,495,250
11,745,583,391
0,489,447,824
1,361,319,824
2,332,444,258
3,128,448,241
4,653,559,183
5,723,595,350
6,460,311,325
7,356,210,158
8,71,254,366
9,75,218,358
10,61,262,525
0,728,715,999
1,600,587,999
2,490,477,350
3,550,400,275
4,610,432,383
5,677,538,550
6,560,433,408
7,745,462,483
0,405,295,433
1,277,167,433
2,505,294,217
3,621,450,275
4,491,342,8
5,195,284,258
6,621,277,691
7,654,529,8
8,442,489,167
9,448,397,250
0,411,261,358
1,413,315,75
2,532,352,791
3,536,277,208
4,553,236,275
5,363,238,566
6,570,335,1074
0,294,690,217
1,452,567,375
2,726,609,175
3,451,307,383
4,591,329,100
5,83,286,83
0,814,246,83
1,771,249,108
2,521,408,8
3,161,425,166
4,45,409,100
5,531,364,58
6,508,471,108
7,529,442,142
8,681,432,67
9,644,461,67
10,723,553,316
11,983,303,108
0,934,311,916
1,806,183,916
2,588,334,300
3,451,288,699
4,735,535,416
5,461,475,375
6,514,450,217
7,437,512,974
0,936,442,258
1,808,314,258
2,646,393,350
3,637,495,208
4,518,314,200
5,567,315,50
6,543,409,92
7,654,511,50
8,679,545,191
9,494,336,250
10,475,288,275
11,439,278,400
0,467,345,8
1,523,313,8
2,475,341,8
3,610,355,8
4,719,348,8
5,700,329,117
6,629,371,8
7,640,362,8
8,386,397,117
9,469,379,8
0,488,421,200
1,549,488,258
2,706,596,258
3,712,643,141
4,473,417,58
5,410,272,216
6,535,217,458
7,474,216,1208
