Idx, x, y, duration
0,141,250,8
1,517,391,466
2,206,626,616
3,508,333,75
4,526,297,200
5,565,268,275
6,583,236,75
7,380,323,466
8,393,286,75
0,305,665,508
1,765,591,192
2,527,288,258
3,356,303,408
4,616,281,216
5,557,281,391
6,551,670,358
7,527,521,50
8,562,230,166
9,554,265,542
10,349,346,167
0,699,318,17
1,571,190,17
2,387,265,75
3,615,237,167
4,564,261,600
5,701,224,283
6,612,482,258
7,742,573,358
8,858,664,17
9,866,665,125
10,851,462,58
0,581,431,8
1,578,471,192
2,756,619,50
3,731,596,8
4,376,582,142
5,372,546,8
0,290,437,741
1,162,309,741
2,416,326,300
3,202,584,333
4,202,701,366
5,85,641,225
6,219,478,383
0,735,470,275
1,607,342,275
2,556,279,425
3,695,260,741
4,363,314,1108
5,555,272,1241
0,213,703,8
1,200,650,408
0,457,351,142
1,404,494,233
2,416,323,275
3,329,681,433
4,231,644,291
5,572,318,266
6,661,246,192
7,696,282,383
8,882,460,341
9,829,514,433
0,647,706,999
1,519,578,999
2,405,261,158
3,178,574,833
4,249,643,58
5,571,489,225
6,790,471,816
0,514,301,100
1,551,214,208
2,678,199,125
3,368,288,283
4,523,227,8
0,631,686,500
1,545,477,200
2,556,297,358
3,657,269,641
4,664,445,108
5,740,476,192
6,805,501,300
0,610,565,33
1,384,300,258
2,718,555,117
3,472,294,91
4,599,218,67
5,595,256,75
6,367,286,241
7,344,249,83
0,675,339,83
1,578,292,158
2,630,244,108
3,658,227,550
4,184,606,416
5,124,545,425
0,513,316,8
1,334,318,58
2,328,282,225
3,511,214,300
4,647,225,675
5,501,223,375
6,324,269,766
7,565,236,142
8,530,252,67
