Idx, x, y, duration
0,707,339,75
1,579,211,75
2,554,243,166
3,471,244,350
4,514,625,716
5,532,277,208
6,467,271,241
7,783,307,317
8,269,387,75
9,225,333,83
10,239,384,167
11,151,349,341
12,359,359,58
13,855,655,58
0,582,748,508
1,454,620,508
2,469,294,175
3,455,258,749
4,487,528,333
5,459,674,441
6,472,297,167
7,463,247,699
8,468,522,733
0,843,403,208
1,715,275,208
2,507,350,458
3,480,289,749
4,437,346,192
5,485,638,475
0,928,359,292
1,800,231,292
2,533,339,225
3,481,270,158
4,485,657,283
5,495,700,133
6,214,500,450
7,217,439,241
8,472,374,391
9,512,496,175
10,511,624,133
0,472,306,17
1,489,149,8
2,467,198,325
3,486,185,225
4,486,242,191
0,892,648,916
1,764,520,916
2,554,328,266
3,479,255,358
4,442,615,242
5,483,683,491
6,523,703,608
7,480,246,441
8,454,325,449
0,623,393,624
1,495,265,624
2,471,683,383
3,476,367,216
4,346,385,183
5,469,290,891
6,814,492,292
7,856,511,166
8,494,318,217
9,471,286,300
0,502,389,75
1,374,261,75
2,362,300,83
3,444,287,200
4,478,245,908
5,438,364,75
6,476,233,192
7,441,267,75
8,465,207,116
9,405,244,92
10,386,294,100
11,456,218,133
12,434,248,125
13,472,239,874
0,952,528,408
1,824,400,408
2,491,316,408
3,501,615,516
4,475,503,475
5,464,260,1349
6,721,363,275
0,504,241,17
1,491,466,25
0,621,463,991
1,493,335,991
2,636,513,17
3,461,369,258
4,278,379,100
5,445,276,8
6,470,262,416
7,491,687,283
8,508,646,83
9,467,525,283
0,527,305,267
1,503,298,183
2,536,677,191
3,480,624,133
4,520,280,8
5,511,265,75
6,483,283,67
7,515,271,8
8,290,428,33
