Idx, x, y, duration
0,720,374,791
1,592,246,791
2,497,462,66
3,303,467,416
4,300,519,216
5,317,551,117
6,340,587,291
7,320,607,124
8,310,527,433
9,331,619,75
0,410,192,67
1,407,261,108
2,369,633,58
3,346,699,83
4,423,433,683
0,431,192,92
1,425,142,316
2,429,230,83
3,426,182,67
4,463,194,133
5,454,288,233
6,360,732,8
7,395,637,8
0,230,543,225
1,459,306,267
2,441,209,133
3,631,570,83
4,666,596,8
0,567,383,8
1,390,456,67
2,342,473,341
3,408,492,358
4,220,379,100
5,430,139,433
6,601,410,508
0,151,497,325
1,204,567,450
2,214,487,291
3,630,374,258
4,416,115,299
5,201,552,159
6,231,458,283
7,358,533,658
0,336,457,250
1,275,498,600
2,397,470,799
3,227,452,575
4,225,515,117
5,283,493,358
0,931,430,450
1,618,399,358
2,351,482,333
3,373,549,558
4,242,500,558
5,669,367,483
6,847,384,108
0,1018,415,458
1,890,287,458
2,730,360,225
3,373,510,566
4,421,536,300
5,811,368,100
6,799,512,208
7,629,399,375
8,655,550,167
9,671,494,67
10,657,543,150
11,494,299,83
12,488,368,133
13,492,309,67
14,504,361,117
0,612,386,108
1,579,420,117
2,365,516,258
