Idx, x, y, duration
0,864,190,142
1,895,168,250
2,804,316,75
3,778,175,50
0,385,599,924
1,257,428,924
2,432,306,341
3,844,200,333
4,955,166,291
5,566,385,400
6,488,429,658
7,646,298,258
0,671,470,83
1,450,361,208
2,427,274,183
3,488,403,283
4,607,419,733
5,829,250,350
6,939,159,191
0,724,518,1008
1,596,347,1008
2,420,328,183
3,416,267,716
4,366,210,216
5,432,292,816
6,731,331,425
7,655,339,500
0,437,419,2814
1,309,248,2814
2,430,295,2298
3,527,347,1224
0,225,493,8
1,388,434,67
2,458,345,216
3,426,286,858
4,593,462,100
5,501,466,291
6,448,462,258
7,429,324,208
8,436,286,833
0,552,314,133
1,430,283,358
2,420,245,375
3,450,286,83
4,555,351,200
5,527,332,167
6,496,321,142
0,892,556,241
1,764,385,241
2,512,344,383
3,393,261,616
4,762,215,83
5,917,534,67
0,538,477,191
1,410,306,191
2,414,265,125
3,454,113,75
4,414,251,491
5,408,229,491
6,420,196,67
7,404,233,333
8,562,233,83
9,565,277,117
10,592,195,58
11,555,288,100
12,419,209,117
13,411,249,67
14,415,158,58
15,385,214,241
16,574,249,83
17,547,301,117
0,318,437,250
1,190,266,250
2,446,307,3056
0,683,579,3822
1,555,408,3822
0,562,287,8
1,426,286,225
2,393,291,8
3,490,287,8
4,459,277,200
5,453,297,50
6,460,285,33
0,553,592,300
1,425,421,300
2,513,520,225
3,488,357,150
4,449,269,67
5,430,302,208
6,558,454,175
7,442,283,233
8,398,256,175
9,577,225,108
10,667,312,316
11,517,409,83
12,521,470,92
13,574,427,233
14,598,390,92
