Idx, x, y, duration
0,821,657,291
1,509,354,483
2,678,256,108
3,674,211,142
4,675,253,83
5,605,282,849
6,385,281,217
7,382,481,308
8,497,525,583
0,672,448,700
1,544,277,700
2,477,437,291
3,634,317,225
4,557,394,425
5,403,387,575
6,675,334,166
7,736,254,108
8,738,216,167
9,664,313,200
10,606,328,941
0,471,340,8
1,588,337,8
2,556,372,8
3,578,309,758
4,416,353,325
5,494,417,283
6,545,335,341
0,539,243,8
1,635,248,8
2,614,300,58
3,637,336,8
0,894,598,375
1,766,427,375
2,700,449,566
3,489,360,308
4,625,314,241
5,691,640,100
6,592,319,100
7,584,364,67
8,627,341,291
9,489,486,67
0,669,480,933
1,541,309,933
2,728,222,408
3,589,197,841
4,250,311,67
0,582,349,125
1,605,311,699
2,544,370,225
3,590,414,391
4,610,307,916
0,498,293,300
1,570,282,483
2,571,204,142
3,564,168,75
4,544,171,275
5,570,236,217
0,552,400,533
1,424,229,533
2,593,253,117
3,159,175,216
4,7,123,208
5,454,344,300
6,630,415,92
7,634,406,58
8,420,366,291
9,317,476,275
0,366,293,117
1,447,285,83
2,566,304,67
3,348,283,117
0,468,331,67
1,612,332,183
2,601,308,408
3,524,443,133
4,606,405,200
5,591,276,233
6,395,281,100
7,404,391,291
8,485,355,92
9,616,249,533
0,998,496,208
1,870,325,208
2,622,297,75
3,641,239,67
4,619,288,658
5,600,334,325
6,688,316,266
7,604,303,783
