Idx, x, y, duration
0,620,446,142
1,382,347,1033
0,552,291,474
1,424,122,474
2,423,331,425
3,41,635,325
0,380,307,83
1,358,371,8
2,381,307,408
3,583,462,125
4,479,532,67
5,364,349,8
6,395,284,8
7,376,339,483
0,247,262,8
1,364,241,233
2,450,178,41
3,569,477,8
4,940,79,33
0,595,433,158
1,425,353,183
2,379,323,375
3,518,550,375
4,480,541,317
5,487,420,366
6,474,556,675
7,535,573,391
0,376,337,108
1,367,332,8
2,415,331,8
3,376,336,117
0,378,107,58
1,332,281,358
2,365,268,108
0,472,295,158
1,631,179,58
0,467,494,2040
1,339,325,2040
2,410,356,208
3,368,332,1507
4,380,408,50
0,856,554,408
1,728,385,408
2,461,391,216
3,367,376,508
4,517,202,8
