Idx, x, y, duration
0,670,516,400
1,542,388,400
2,457,350,341
3,567,386,350
4,662,422,974
5,488,387,483
6,533,365,308
7,526,291,67
8,639,401,550
0,650,549,641
1,522,421,641
2,517,309,75
3,517,450,92
4,573,443,317
5,621,461,308
6,541,410,849
7,640,391,117
8,635,433,308
9,627,389,233
0,652,442,400
1,524,314,400
2,614,389,550
3,539,375,691
4,632,401,433
5,606,456,350
6,635,388,575
0,581,638,59
1,625,494,83
2,593,327,217
3,562,390,75
4,640,441,208
5,624,524,458
0,499,315,92
1,481,394,341
2,249,267,166
3,289,22,50
4,417,229,100
0,489,401,616
1,361,273,616
2,583,377,266
3,665,363,67
4,627,436,175
5,634,348,17
6,512,335,50
7,516,257,167
8,627,338,8
9,545,241,8
10,773,151,8
0,968,206,591
1,840,78,591
2,842,39,83
3,440,432,83
4,432,471,167
5,564,410,117
6,589,372,58
7,577,409,225
8,1017,434,166
0,713,310,100
1,563,371,466
2,601,425,600
3,750,355,125
4,591,339,192
0,538,350,75
1,585,344,250
2,707,279,183
0,618,372,50
0,616,380,242
1,488,252,242
2,528,192,208
3,553,391,350
4,534,444,216
5,544,448,458
6,569,490,233
7,535,428,749
8,631,686,500
0,487,450,550
1,359,322,550
2,547,362,699
3,371,310,849
0,705,654,283
1,577,526,283
2,522,343,50
3,514,399,83
4,523,303,150
5,600,411,791
6,603,366,541
7,586,418,441
8,557,461,508
9,633,457,649
