Idx, x, y, duration
0,384,245,175
1,371,187,108
2,745,326,92
3,349,353,8
0,709,413,433
1,353,289,117
2,718,395,375
0,579,656,341
1,406,456,200
2,713,397,450
3,510,436,183
4,259,505,999
5,312,393,216
6,713,401,300
7,755,390,566
0,468,431,191
1,686,389,200
2,715,359,833
3,477,314,333
4,750,380,1249
5,715,351,616
0,743,500,1141
1,615,372,1141
2,715,388,216
3,759,390,508
4,702,409,183
5,384,356,283
6,698,409,541
7,748,400,108
8,792,373,25
0,536,214,67
1,446,379,175
2,673,388,125
3,707,365,192
4,379,421,83
5,705,379,258
6,446,296,75
7,424,302,217
0,930,233,541
1,693,344,350
2,705,392,133
3,335,234,458
4,235,227,241
5,293,222,50
6,823,419,25
7,771,154,100
8,963,92,358
0,646,466,233
1,518,338,233
2,570,346,50
3,665,348,167
4,738,314,58
5,723,362,108
6,429,316,408
7,699,358,67
8,731,322,67
9,700,341,291
10,475,328,133
11,487,286,100
12,700,357,67
13,745,310,83
14,736,350,75
15,740,314,58
16,706,357,316
17,746,363,75
18,797,404,67
19,539,296,58
0,350,462,450
1,222,334,450
2,517,411,141
3,738,338,167
4,779,328,50
5,778,371,150
6,732,381,1124
7,704,438,466
8,834,420,633
0,318,340,17
0,521,360,83
1,697,385,108
2,769,367,508
3,814,435,283
4,823,489,67
5,505,322,83
6,508,325,25
0,676,574,167
1,548,446,167
2,487,441,500
3,477,450,58
4,633,414,8
5,483,748,8
6,505,427,67
7,660,381,8
8,668,392,8
9,667,386,8
10,765,365,8
11,688,372,8
0,837,451,450
1,709,323,450
2,690,388,241
3,354,384,250
4,679,433,316
5,732,438,92
6,782,543,125
7,713,431,1299
8,707,472,75
9,715,409,67
10,720,446,308
