Idx, x, y, duration
0,547,524,325
1,406,248,175
2,409,125,849
3,445,134,333
4,390,104,75
5,374,149,583
6,417,194,92
7,434,136,258
8,406,209,158
9,428,112,133
10,401,166,75
0,529,477,416
1,249,477,416
2,403,98,983
3,427,128,400
4,234,689,333
5,125,574,241
6,43,440,741
0,438,329,1299
1,158,329,1299
2,249,386,541
3,326,702,375
4,380,225,217
5,388,92,741
6,395,85,516
7,394,91,8
0,408,216,100
1,420,106,1358
2,426,223,50
3,348,963,83
4,500,828,233
5,151,747,108
6,95,578,433
0,399,324,33
1,387,161,50
2,392,88,283
3,392,52,466
4,295,468,100
5,279,543,408
6,347,202,175
7,373,76,441
8,363,243,333
9,369,331,516
0,405,542,383
1,125,542,383
2,288,474,166
3,406,107,583
4,120,172,241
5,85,392,275
6,358,136,291
7,102,266,500
8,154,245,300
9,319,162,900
0,559,478,233
1,390,186,333
2,320,362,150
3,277,547,450
4,453,532,100
5,484,533,183
6,485,26,183
7,403,94,691
0,477,681,383
1,371,154,150
2,400,99,466
3,406,91,1765
4,507,100,325
0,689,615,1116
1,409,615,1116
2,392,364,117
3,386,197,108
4,390,147,783
5,432,307,83
6,390,145,1907
0,620,364,649
1,340,364,649
2,408,110,566
3,610,68,341
4,571,41,225
5,530,67,575
6,585,69,300
7,383,495,466
0,444,592,325
1,448,753,175
2,397,191,191
3,402,78,508
4,373,416,441
5,353,318,300
6,348,484,1499
