Idx, x, y, duration
0,644,451,991
1,388,451,991
2,410,245,308
3,406,463,375
4,432,224,150
5,424,300,133
6,479,233,158
7,457,399,58
8,428,320,192
9,401,434,1191
0,575,627,375
1,390,461,208
2,393,313,216
3,356,231,183
4,327,202,525
5,333,543,441
6,468,586,575
7,515,557,458
8,461,526,824
0,705,264,541
1,402,343,58
2,395,425,1041
3,380,232,158
4,341,207,167
5,393,444,1008
0,516,719,458
1,421,482,116
2,415,378,225
3,424,456,350
4,409,502,108
5,505,183,400
6,620,289,383
7,524,526,283
8,414,511,225
9,407,440,475
0,406,464,42
1,404,296,283
2,398,468,308
3,414,230,475
0,507,171,783
1,251,171,783
2,362,211,150
3,187,216,150
4,44,307,458
5,35,234,583
6,296,213,441
7,210,217,50
8,76,224,974
0,384,427,175
1,353,288,366
2,380,447,267
3,373,342,250
4,352,258,333
5,388,459,142
6,385,505,558
7,389,315,658
0,612,460,358
1,632,417,58
2,392,369,158
3,420,209,258
4,474,199,408
5,422,194,208
6,477,193,999
7,393,201,92
8,398,157,92
9,393,196,100
10,470,202,316
0,626,482,841
1,422,467,83
2,421,431,141
3,431,261,1066
4,399,476,525
5,385,436,75
6,392,497,475
7,416,438,741
0,632,484,849
1,376,484,849
2,404,443,191
3,406,394,316
4,400,227,466
5,393,469,575
6,453,640,100
7,441,390,375
8,537,317,333
0,363,537,8
1,403,498,8
0,709,671,616
1,453,671,616
2,401,339,83
3,404,390,1241
4,452,556,575
5,456,217,50
6,453,301,724
