Idx, x, y, duration
0,660,360,466
1,532,190,466
2,503,328,108
3,468,384,108
4,433,444,375
5,496,457,166
6,557,499,58
7,433,422,8
8,540,442,108
9,550,364,58
10,565,492,67
0,531,400,141
1,536,502,117
2,370,224,141
3,403,400,358
4,445,416,533
5,402,423,200
6,472,403,92
0,658,612,67
1,533,437,83
2,526,369,483
3,703,331,125
4,883,518,17
5,540,495,142
6,539,447,167
0,457,568,1166
1,329,398,1166
2,499,464,366
3,649,301,300
4,658,205,200
5,366,136,325
6,406,88,250
7,802,102,391
8,934,56,541
9,419,519,58
0,650,525,1341
1,522,355,1341
2,492,389,325
3,544,467,300
4,452,445,441
5,545,475,466
6,478,411,441
7,616,378,408
8,464,390,166
9,420,363,50
0,290,360,292
1,162,190,292
2,435,349,275
3,450,480,691
4,408,471,325
5,365,176,441
6,710,239,241
7,794,215,100
0,503,423,241
1,533,491,733
2,560,497,275
0,442,409,391
1,314,239,391
2,430,366,366
3,593,463,308
4,837,342,275
5,474,268,300
6,351,103,108
7,257,88,433
8,120,173,275
9,116,386,258
0,680,86,341
1,512,263,333
2,427,335,266
3,682,220,316
4,332,82,125
5,479,181,150
6,380,99,250
7,807,46,691
8,499,302,491
0,281,329,300
1,153,159,300
2,432,419,216
3,555,482,341
4,691,339,949
5,454,345,425
6,169,326,949
0,482,279,108
1,580,380,125
2,503,382,92
3,525,460,175
4,460,431,291
5,428,394,241
6,526,328,108
7,736,196,142
8,780,120,58
9,406,69,175
10,436,376,283
11,522,402,491
0,723,413,625
1,595,243,625
2,500,375,108
3,469,418,350
4,612,346,483
5,464,415,316
6,526,477,125
7,407,420,50
8,484,356,624
9,571,339,358
0,570,386,8
1,476,421,42
2,515,389,325
3,561,398,8
4,478,380,75
5,571,379,133
6,498,384,8
7,591,375,183
0,684,466,616
1,556,296,616
2,526,418,358
3,548,379,67
4,506,466,275
5,519,433,83
6,505,468,250
7,464,367,158
8,456,406,1033
9,468,349,50
10,457,405,1041
